Institution ID,Inst CRM ID,Dept Name,Department ID
Long Island University,79028965-BAB2-E411-BF61-0050569C00A7,Psychology,8324
Long Island University,79028965-BAB2-E411-BF61-0050569C00A7,Counseling and School Psychology,8202
Long Island University,79028965-BAB2-E411-BF61-0050569C00A7,UnNamedDepartment,8491
Long Island University,79028965-BAB2-E411-BF61-0050569C00A7,Registered Course,9937
Louisiana State University,28CFEF59-6200-E411-BEB5-00505683000D,Psychology,8506
Louisiana State University,28CFEF59-6200-E411-BEB5-00505683000D,Registered Course,9938
Loyola Marymount University,455B9627-3A5A-E911-8106-000C29A8E632,Psychology,8547
Loyola Marymount University,455B9627-3A5A-E911-8106-000C29A8E632,Registered Course,9939
Loyola Marymount University,455B9627-3A5A-E911-8106-000C29A8E632,,11938
MacEwan University,1B277472-C55A-E911-8106-000C29A8E632,Psychology,8508
MacEwan University,1B277472-C55A-E911-8106-000C29A8E632,Registered Course,9940
"Malta College of Arts, Science, & Technology",540DBF99-C55A-E911-8106-000C29A8E632,Malta Gateway to Industry in Collaboration with MCAST University College,8343
"Malta College of Arts, Science, & Technology",540DBF99-C55A-E911-8106-000C29A8E632,Registered Course,9941
Manhattanville College,2822F0ED-C55A-E911-8106-000C29A8E632,Special Education,8466
Manhattanville College,2822F0ED-C55A-E911-8106-000C29A8E632,Registered Course,9942
Manhattanville College,2822F0ED-C55A-E911-8106-000C29A8E632,,11939
Marquette University,359C1116-C65A-E911-8106-000C29A8E632,Psychology,8224
Marquette University,359C1116-C65A-E911-8106-000C29A8E632,Registered Course,9943
Mary Baldwin University,72213173-C65A-E911-8106-000C29A8E632,Psychology/Education,8253
Mary Baldwin University,72213173-C65A-E911-8106-000C29A8E632,Education/Psychology,8471
Mary Baldwin University,72213173-C65A-E911-8106-000C29A8E632,Psychology/Graduate Education,8545
Mary Baldwin University,72213173-C65A-E911-8106-000C29A8E632,Registered Course,9944
Mary Baldwin University,72213173-C65A-E911-8106-000C29A8E632,,11940
Masaryk University,C4EC6FED-C65A-E911-8106-000C29A8E632,Faculty of Education,8465
Masaryk University,C4EC6FED-C65A-E911-8106-000C29A8E632,Registered Course,9945
Massachusetts College of Liberal Arts,B0941639-C75A-E911-8106-000C29A8E632,Psychology,8483
Massachusetts College of Liberal Arts,B0941639-C75A-E911-8106-000C29A8E632,Registered Course,9946
McNeese State University,6FCFEF59-6200-E411-BEB5-00505683000D,Psychology,8360
McNeese State University,6FCFEF59-6200-E411-BEB5-00505683000D,Registered Course,9947
Mercy College,B4DECC20-C85A-E911-8106-000C29A8E632,Special Education,8516
Mercy College,B4DECC20-C85A-E911-8106-000C29A8E632,Registered Course,9948
Mercyhurst University,8C80807B-C85A-E911-8106-000C29A8E632,Special Education,8344
Mercyhurst University,8C80807B-C85A-E911-8106-000C29A8E632,Registered Course,9949
Michigan School of Professional Psychology,5F80ED4F-C95A-E911-8106-000C29A8E632,Psychology,8333
Michigan School of Professional Psychology,5F80ED4F-C95A-E911-8106-000C29A8E632,Registered Course,9950
Michigan State University,87FB3B4A-CDC6-E511-87AE-0050569C00A7,Education,8649
Michigan State University,87FB3B4A-CDC6-E511-87AE-0050569C00A7,"Counseling, Educational Psychology, and Special Education",8510
Michigan State University,87FB3B4A-CDC6-E511-87AE-0050569C00A7,Registered Course,9951
Middle Tennessee State University,,Registered Course,9952
Middle Tennessee State University,,,11941
Midland University,3E0639FC-C95A-E911-8106-000C29A8E632,Psychology,8273
Midland University,3E0639FC-C95A-E911-8106-000C29A8E632,Registered Course,9953
Minot State University,,Registered Course,9954
Minot State University,,,11942
Mississippi State University,B3FA4358-CA5A-E911-8106-000C29A8E632,"Counseling, Educational Psychology, and Foundations",8505
Mississippi State University,B3FA4358-CA5A-E911-8106-000C29A8E632,Registered Course,9955
Mississippi State University,B3FA4358-CA5A-E911-8106-000C29A8E632,,11943
Missouri State University,14E6A898-CB5A-E911-8106-000C29A8E632,Psychology,8552
Missouri State University,14E6A898-CB5A-E911-8106-000C29A8E632,Registered Course,9956
Missouri State University,14E6A898-CB5A-E911-8106-000C29A8E632,,11944
Mohawk College,88889CD6-CB5A-E911-8106-000C29A8E632,Social Science,8468
Mohawk College,88889CD6-CB5A-E911-8106-000C29A8E632,Registered Course,9957
Mohawk College,88889CD6-CB5A-E911-8106-000C29A8E632,Health Studies,10407
Monash University,ACCFEF59-6200-E411-BEB5-00505683000D,Education,8553
Monash University,ACCFEF59-6200-E411-BEB5-00505683000D,Registered Course,9958
Monmouth University,3620AB40-CF5A-E911-8106-000C29A8E632,"Educational Leadership, Special Education, and School Counseling",8285
Monmouth University,3620AB40-CF5A-E911-8106-000C29A8E632,Registered Course,9959
Montana State University Billings,6998D86B-6200-E411-BEB5-00505683000D,Education,8414
Montana State University Billings,6998D86B-6200-E411-BEB5-00505683000D,Registered Course,9960
Moscow Centre of Pedagogy and Psychology,5E54C586-D05A-E911-8106-000C29A8E632,Pedagogy,8518
Moscow Centre of Pedagogy and Psychology,5E54C586-D05A-E911-8106-000C29A8E632,Registered Course,9961
Moscow Institute of Psychoanalysis,6228413D-D15A-E911-8106-000C29A8E632,Department of Applied Behavior Analysis,8225
Moscow Institute of Psychoanalysis,6228413D-D15A-E911-8106-000C29A8E632,Registered Course,9962
Moscow Psychological and Social University,49779176-D15A-E911-8106-000C29A8E632,Psychology,8548
Moscow Psychological and Social University,49779176-D15A-E911-8106-000C29A8E632,Registered Course,9963
Multicultural Alliance of Behavior Analysts,EEB5EC60-5D68-E911-8106-000C29A8E632,MultiABA,8513
Multicultural Alliance of Behavior Analysts,EEB5EC60-5D68-E911-8106-000C29A8E632,Registered Course,9964
Murray State University,F098F720-AC99-E911-810E-000C29A8E632,Special Education,8634
Murray State University,F098F720-AC99-E911-810E-000C29A8E632,Registered Course,9965
Nanjing Technical College of Special Education,DF547126-4793-E311-9F1A-00155D445B26,Registered Course,9966
National Changhua University of Education,79DA6E32-D55A-E911-8106-000C29A8E632,College of Extension Education,8406
National Changhua University of Education,79DA6E32-D55A-E911-8106-000C29A8E632,Education,8503
National Changhua University of Education,79DA6E32-D55A-E911-8106-000C29A8E632,Registered Course,9967
National Louis University,268D7697-D55A-E911-8106-000C29A8E632,Behavior Analysis,8239
National Louis University,268D7697-D55A-E911-8106-000C29A8E632,Registered Course,9968
National Pingtung University,5BCE2592-D65A-E911-8106-000C29A8E632,Special Education,8581
National Pingtung University,5BCE2592-D65A-E911-8106-000C29A8E632,Registered Course,9969
National University,D3CFEF59-6200-E411-BEB5-00505683000D,School of Education: Dept. of Counseling & School of Psychology,8529
National University,D3CFEF59-6200-E411-BEB5-00505683000D,Registered Course,9970
National University,D3CFEF59-6200-E411-BEB5-00505683000D,Educational Administration/School Counseling/Psychology,10507
National University of Ireland Galway,4E79E6AD-C2B2-E411-BF61-0050569C00A7,School of Psychology,8248
National University of Ireland Galway,4E79E6AD-C2B2-E411-BF61-0050569C00A7,Registered Course,9971
National University of Ireland Galway,4E79E6AD-C2B2-E411-BF61-0050569C00A7,Psychology,10308
New Mexico State University,,Registered Course,9972
New Mexico State University,,,11945
Niagara College,191A99FC-D65A-E911-8106-000C29A8E632,Community Services,8334
Niagara College,191A99FC-D65A-E911-8106-000C29A8E632,Registered Course,9973
Nicholls State University,2E41EF8C-D75A-E911-8106-000C29A8E632,Teacher Education,8577
Nicholls State University,2E41EF8C-D75A-E911-8106-000C29A8E632,Registered Course,9974
Nicholls State University,2E41EF8C-D75A-E911-8106-000C29A8E632,Education,10607
Northeastern University,8B659312-AB99-E911-810E-000C29A8E632,Psychology,8295
Northeastern University,8B659312-AB99-E911-810E-000C29A8E632,Department of Psychology-College of Science,8296
Northeastern University,8B659312-AB99-E911-810E-000C29A8E632,Registered Course,9975
Northern Arizona University,13D0EF59-6200-E411-BEB5-00505683000D,"Educational Specialties, College of Education",8457
Northern Arizona University,13D0EF59-6200-E411-BEB5-00505683000D,Registered Course,9976
Northern Illinois University,46A77ECA-D75A-E911-8106-000C29A8E632,UnNamedDepartment,8279
Northern Illinois University,46A77ECA-D75A-E911-8106-000C29A8E632,Special Education,8243
Northern Illinois University,46A77ECA-D75A-E911-8106-000C29A8E632,Registered Course,9977
Northern Kentucky University,83294B19-D85A-E911-8106-000C29A8E632,Teacher Education,8349
Northern Kentucky University,83294B19-D85A-E911-8106-000C29A8E632,Registered Course,9978
Northern Kentucky University,83294B19-D85A-E911-8106-000C29A8E632,Education,11108
Northern Michigan University,12D0EF59-6200-E411-BEB5-00505683000D,Department of Psychological Science,8628
Northern Michigan University,12D0EF59-6200-E411-BEB5-00505683000D,Psychology,8652
Northern Michigan University,12D0EF59-6200-E411-BEB5-00505683000D,Registered Course,9979
Northern Vermont University-Johnson,D08B219D-D85A-E911-8106-000C29A8E632,Education,8554
Northern Vermont University-Johnson,D08B219D-D85A-E911-8106-000C29A8E632,Registered Course,9980
Nova Southeastern University,1ED0EF59-6200-E411-BEB5-00505683000D,Mailman Segal Center for Human Development/College of Psychology,8443
Nova Southeastern University,1ED0EF59-6200-E411-BEB5-00505683000D,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education,8433
Nova Southeastern University,1ED0EF59-6200-E411-BEB5-00505683000D,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education and School of Criminal Justice,8648
Nova Southeastern University,1ED0EF59-6200-E411-BEB5-00505683000D,Psychology,8525
Nova Southeastern University,1ED0EF59-6200-E411-BEB5-00505683000D,Registered Course,9981
Nova Southeastern University,1ED0EF59-6200-E411-BEB5-00505683000D,,11946
Oakland University,283FFA7C-6058-E811-80FE-000C29A8E632,Human Development and Child Studies,8625
Oakland University,283FFA7C-6058-E811-80FE-000C29A8E632,Registered Course,9982
Ohio State University,7DDA5A2E-CEB2-E411-BF61-0050569C00A7,Special Education,8561
Ohio State University,7DDA5A2E-CEB2-E411-BF61-0050569C00A7,Registered Course,9983
Oklahoma State University,4B7261FB-D85A-E911-8106-000C29A8E632,School of Applied Health and Educational Psychology,8527
Oklahoma State University,4B7261FB-D85A-E911-8106-000C29A8E632,Registered Course,9984
Oklahoma State University,4B7261FB-D85A-E911-8106-000C29A8E632,Psychology,11008
Oklahoma State University,4B7261FB-D85A-E911-8106-000C29A8E632,,11947
Old Dominion University,9EBF8E76-D95A-E911-8106-000C29A8E632,Education,8632
Old Dominion University,9EBF8E76-D95A-E911-8106-000C29A8E632,Special Education,8565
Old Dominion University,9EBF8E76-D95A-E911-8106-000C29A8E632,Registered Course,9985
Oranim Academic College of Education,00C9E437-DB5A-E911-8106-000C29A8E632,Further Education,8353
Oranim Academic College of Education,00C9E437-DB5A-E911-8106-000C29A8E632,Registered Course,9986
Oregon Institute of Technology,1976118D-DD5A-E911-8106-000C29A8E632,Humanities and Social Sciences,8499
Oregon Institute of Technology,1976118D-DD5A-E911-8106-000C29A8E632,Registered Course,9987
Oregon Institute of Technology,1976118D-DD5A-E911-8106-000C29A8E632,,11948
Oslo and Akershus University College of Applied Sciences,48566EA5-E15A-E911-8106-000C29A8E632,Department of behavioral science,8358
Oslo and Akershus University College of Applied Sciences,48566EA5-E15A-E911-8106-000C29A8E632,Registered Course,9988
Ottawa University,,Registered Course,9990
Ottawa University,,,11949
Our Sunny World,14138C04-E25A-E911-8106-000C29A8E632,Applied behavior Analysis,8301
Our Sunny World,14138C04-E25A-E911-8106-000C29A8E632,Registered Course,9991
Pennsylvania State University,4F7383A1-F5B1-E811-8102-000C29A8E632,Education,8251
Pennsylvania State University,4F7383A1-F5B1-E811-8102-000C29A8E632,Registered Course,9992
Pennsylvania State University,4F7383A1-F5B1-E811-8102-000C29A8E632,Special Education,11607
Pennsylvania State University Harrisburg,F366BEE7-E25A-E911-8106-000C29A8E632,Psychology,8337
Pennsylvania State University Harrisburg,F366BEE7-E25A-E911-8106-000C29A8E632,Registered Course,9993
Pepperdine University,FC416783-E65A-E911-8106-000C29A8E632,Psychology,8429
Pepperdine University,FC416783-E65A-E911-8106-000C29A8E632,Registered Course,9994
Philadelphia College of Osteopathic Medicine,88A83A8F-0F5B-E511-A86B-0050569C00A7,Psychology,8325
Philadelphia College of Osteopathic Medicine,88A83A8F-0F5B-E511-A86B-0050569C00A7,Registered Course,9995
Philadelphia College of Osteopathic Medicine,88A83A8F-0F5B-E511-A86B-0050569C00A7,,11950
Pittsburg State University,BE098F37-E75A-E911-8106-000C29A8E632,Psychology and Counseling,8287
Pittsburg State University,BE098F37-E75A-E911-8106-000C29A8E632,Registered Course,9996
Portland State University,FA7E53CA-E75A-E911-8106-000C29A8E632,Special Education,8268
Portland State University,FA7E53CA-E75A-E911-8106-000C29A8E632,Registered Course,9997
Purdue University,DFF2697D-CBB2-E411-BF61-0050569C00A7,Education,8277
Purdue University,DFF2697D-CBB2-E411-BF61-0050569C00A7,Registered Course,9998
Purdue University Global,2634896C-6029-E911-8106-000C29A8E632,Psychology,8212
Purdue University Global,2634896C-6029-E911-8106-000C29A8E632,Registered Course,9999
Pusan National University,64A7BD9E-EC5A-E911-8106-000C29A8E632,Special Education,8603
Pusan National University,64A7BD9E-EC5A-E911-8106-000C29A8E632,Registered Course,10000
Qingdao University,EB1278D2-ED5A-E911-8106-000C29A8E632,Psychology,8485
Qingdao University,EB1278D2-ED5A-E911-8106-000C29A8E632,Registered Course,10001
Queen's University Belfast,EBC1CA74-EF5A-E911-8106-000C29A8E632,Education,8351
Queen's University Belfast,EBC1CA74-EF5A-E911-8106-000C29A8E632,Registered Course,10003
Queens College,767EF840-EE5A-E911-8106-000C29A8E632,Psychology,8477
Queens College,767EF840-EE5A-E911-8106-000C29A8E632,Special Education,8348
Queens College,767EF840-EE5A-E911-8106-000C29A8E632,Registered Course,10002
Regis College,2FC0736E-F05A-E911-8106-000C29A8E632,Psychology,8408
Regis College,2FC0736E-F05A-E911-8106-000C29A8E632,Applied Behavior Analysis,8405
Regis College,2FC0736E-F05A-E911-8106-000C29A8E632,Behavior Analysis,8539
Regis College,2FC0736E-F05A-E911-8106-000C29A8E632,Registered Course,10004
ReykjavÃ­k University,FEAF17E3-F15A-E911-8106-000C29A8E632,Psychology,9006
ReykjavÃ­k University,FEAF17E3-F15A-E911-8106-000C29A8E632,UnNamedDepartment,9007
Reykjavík University,FEAF17E3-F15A-E911-8106-000C29A8E632,Psychology,8906
Reykjavík University,FEAF17E3-F15A-E911-8106-000C29A8E632,UnNamedDepartment,8907
Reykjavík University,FEAF17E3-F15A-E911-8106-000C29A8E632,Registered Course,10005
Rider University,DCA9EF99-FD5A-E911-8106-000C29A8E632,Psychology,8258
Rider University,DCA9EF99-FD5A-E911-8106-000C29A8E632,Registered Course,10006
Rollins College,D111E85F-6200-E411-BEB5-00505683000D,Health Professions,8573
Rollins College,D111E85F-6200-E411-BEB5-00505683000D,Registered Course,10007
Rowan University,218B2A6C-61B1-E411-B490-0050569C00A7,Psychology,8335
Rowan University,218B2A6C-61B1-E411-B490-0050569C00A7,Registered Course,10008
Rutgers University,D211E85F-6200-E411-BEB5-00505683000D,Psychology,8528
Rutgers University,D211E85F-6200-E411-BEB5-00505683000D,Registered Course,10009
Sage Colleges,21269466-FA68-E411-B490-0050569C00A7,Education,8460
Sage Colleges,21269466-FA68-E411-B490-0050569C00A7,Registered Course,10010
Saint Cloud State University,966FDE2A-FE5A-E911-8106-000C29A8E632,"Community Psychology, Counseling, and Family Therapy",8602
Saint Cloud State University,966FDE2A-FE5A-E911-8106-000C29A8E632,Registered Course,10011
Saint Joseph's University,366F3967-D44F-E411-B490-0050569C00A7,Interdisciplinary Health Services,8222
Saint Joseph's University,366F3967-D44F-E411-B490-0050569C00A7,Interdisciplinary Health Services Autism Behavioral Studies Major,8284
Saint Joseph's University,366F3967-D44F-E411-B490-0050569C00A7,Special Education,8644
Saint Joseph's University,366F3967-D44F-E411-B490-0050569C00A7,Criminal Justice and Public Safety Institute,8512
Saint Joseph's University,366F3967-D44F-E411-B490-0050569C00A7,Registered Course,10012
Saint Joseph's University,366F3967-D44F-E411-B490-0050569C00A7,,11951
Saint Lawrence College,B9332234-015B-E911-8106-000C29A8E632,Behavioural Psychology,8559
Saint Lawrence College,B9332234-015B-E911-8106-000C29A8E632,Registered Course,10013
Saint Lawrence College,B9332234-015B-E911-8106-000C29A8E632,,11952
Saint Louis University,F14763AB-F668-E411-B490-0050569C00A7,UnNamedDepartment,8588
Saint Louis University,F14763AB-F668-E411-B490-0050569C00A7,School of Social Work,8593
Saint Louis University,F14763AB-F668-E411-B490-0050569C00A7,Registered Course,10014
Salem State University,1F2C994D-E6B3-E511-990B-0050569C00C5,Psychology,8362
Salem State University,1F2C994D-E6B3-E511-990B-0050569C00C5,Registered Course,10015
Salem State University,1F2C994D-E6B3-E511-990B-0050569C00C5,,11953
Salve Regina University,B8E89CE3-015B-E911-8106-000C29A8E632,Psychology,8340
Salve Regina University,B8E89CE3-015B-E911-8106-000C29A8E632,Registered Course,10016
Sam Houston State University,474BD830-F1B1-E411-B490-0050569C00A7,Education,8654
Sam Houston State University,474BD830-F1B1-E411-B490-0050569C00A7,"Language, Literacy, and Special Populations",8538
Sam Houston State University,474BD830-F1B1-E411-B490-0050569C00A7,Registered Course,10017
San Diego State University,EA11E85F-6200-E411-BEB5-00505683000D,Special Education,8474
San Diego State University,EA11E85F-6200-E411-BEB5-00505683000D,Counseling and School Psychology,8533
San Diego State University,EA11E85F-6200-E411-BEB5-00505683000D,Registered Course,10018
San Diego State University,EA11E85F-6200-E411-BEB5-00505683000D,Education,11307
Savannah State University,FB3F3E4D-025B-E911-8106-000C29A8E632,Social and Behavioral Sciences,8249
Savannah State University,FB3F3E4D-025B-E911-8106-000C29A8E632,Registered Course,10019
Savannah State University,,Savannah State University,10205
Savannah State University,,,10206
SEA ABA,6ED571D1-025B-E911-8106-000C29A8E632,BCaBA coursework,8240
SEA ABA,6ED571D1-025B-E911-8106-000C29A8E632,Registered Course,10020
SEEK Applied Behavior Analysis Association-Taiwan,7C77E117-035B-E911-8106-000C29A8E632,Behavior Analysis,8500
SEEK Applied Behavior Analysis Association-Taiwan,7C77E117-035B-E911-8106-000C29A8E632,Registered Course,10021
Seton Hall University,F464EBB7-035B-E911-8106-000C29A8E632,Education,8411
Seton Hall University,F464EBB7-035B-E911-8106-000C29A8E632,Registered Course,10022
Shenandoah University,7A23E613-C787-E511-A86B-0050569C00A7,Psychology,8599
Shenandoah University,7A23E613-C787-E511-A86B-0050569C00A7,Registered Course,10023
Shippensburg University,4012E85F-6200-E411-BEB5-00505683000D,Psychology,8444
Shippensburg University,4012E85F-6200-E411-BEB5-00505683000D,Behavior Analysis,8908
Shippensburg University,4012E85F-6200-E411-BEB5-00505683000D,Registered Course,10024
Simmons University,E97BCFD9-FD86-E411-B490-0050569C00A7,Behavior Analysis,8291
Simmons University,E97BCFD9-FD86-E411-B490-0050569C00A7,Department of Behavior Analysis,8314
Simmons University,E97BCFD9-FD86-E411-B490-0050569C00A7,Registered Course,10025
Slippery Rock University of Pennsylvania,E2D9020E-045B-E911-8106-000C29A8E632,Special Education,8618
Slippery Rock University of Pennsylvania,E2D9020E-045B-E911-8106-000C29A8E632,Registered Course,10026
Southeast Missouri State University,94468686-045B-E911-8106-000C29A8E632,Psychology,8600
Southeast Missouri State University,94468686-045B-E911-8106-000C29A8E632,Registered Course,10027
Southern Connecticut State University,98D20C39-055B-E911-8106-000C29A8E632,Special Education and Reading,8482
Southern Connecticut State University,98D20C39-055B-E911-8106-000C29A8E632,Registered Course,10028
Southern Connecticut State University,98D20C39-055B-E911-8106-000C29A8E632,Special Education,10608
Southern Illinois University,9F45FDBA-5681-E411-B490-0050569C00A7,Behavior Analysis,8201
Southern Illinois University,9F45FDBA-5681-E411-B490-0050569C00A7,Behavior Analysis and Therapy,8365
Southern Illinois University,9F45FDBA-5681-E411-B490-0050569C00A7,Registered Course,10029
Southern Illinois University,9F45FDBA-5681-E411-B490-0050569C00A7,Psychology,11608
Southern Illinois University,9F45FDBA-5681-E411-B490-0050569C00A7,,11954
St. John's University,12FCED78-055B-E911-8106-000C29A8E632,School Psychology,8246
St. John's University,12FCED78-055B-E911-8106-000C29A8E632,Registered Course,10030
St. Joseph's College,C46D98E8-055B-E911-8106-000C29A8E632,Department of Child Study,8427
St. Joseph's College,C46D98E8-055B-E911-8106-000C29A8E632,Registered Course,10031
St. Thomas University,,Registered Course,10032
St. Thomas University,,,11955
State University of New York College at New Paltz,B117813D-065B-E911-8106-000C29A8E632,Department of Teaching and Learning,8639
State University of New York College at New Paltz,B117813D-065B-E911-8106-000C29A8E632,Registered Course,10033
State University of New York College at New Paltz,B117813D-065B-E911-8106-000C29A8E632,Education,11610
Stephen F. Austin State University,,Registered Course,10034
Stephen F. Austin State University,,,11956
Stockholm University,8A57CC79-065B-E911-8106-000C29A8E632,UnNamedDepartment,8801
Stockholm University,8A57CC79-065B-E911-8106-000C29A8E632,Department of Special Education,8480
Stockholm University,8A57CC79-065B-E911-8106-000C29A8E632,Stockholm University,8410
Stockholm University,8A57CC79-065B-E911-8106-000C29A8E632,Registered Course,10035
SWPS University of Social Sciences and Humanities,0DE5001D-075B-E911-8106-000C29A8E632,Psychology,8417
SWPS University of Social Sciences and Humanities,0DE5001D-075B-E911-8106-000C29A8E632,Registered Course,10036
Taiwan Association for Behavior Analysis,9957E065-6200-E411-BEB5-00505683000D,TABA,8584
Taiwan Association for Behavior Analysis,9957E065-6200-E411-BEB5-00505683000D,Registered Course,10037
Tel Aviv University,3EDDDCA2-075B-E911-8106-000C29A8E632,School of Education,8419
Tel Aviv University,3EDDDCA2-075B-E911-8106-000C29A8E632,Registered Course,10038
Tel Aviv University,3EDDDCA2-075B-E911-8106-000C29A8E632,,11957
Temple University,2813E85F-6200-E411-BEB5-00505683000D,Education,8226
Temple University,2813E85F-6200-E411-BEB5-00505683000D,Registered Course,10039
Temple University,2813E85F-6200-E411-BEB5-00505683000D,,11958
Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,8304
Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Registered Course,10040
Texas A&M University,6DF2C8C5-46B1-E411-B490-0050569C00A7,Educational Psychology,8629
Texas A&M University,6DF2C8C5-46B1-E411-B490-0050569C00A7,Registered Course,10041
Texas Southern University,,Registered Course,10042
Texas Southern University,,,11959
Texas State University,0C535101-085B-E911-8106-000C29A8E632,Curriculum and Instruction,8297
Texas State University,0C535101-085B-E911-8106-000C29A8E632,Registered Course,10043
Texas State University,0C535101-085B-E911-8106-000C29A8E632,,11960
Texas Tech University,4A87C3A8-C33C-E711-B5CE-0050569C00A7,Educational Psychology & Leadership,8294
Texas Tech University,4A87C3A8-C33C-E711-B5CE-0050569C00A7,Burkhart Center for Autism Education and Research,8543
Texas Tech University,4A87C3A8-C33C-E711-B5CE-0050569C00A7,Registered Course,10044
Texas Tech University,4A87C3A8-C33C-E711-B5CE-0050569C00A7,Special Education,11508
Texas Tech University,4A87C3A8-C33C-E711-B5CE-0050569C00A7,,11961
The Citadel,,Registered Course,10045
The Citadel,,,11962
The College of Saint Elizabeth,,Registered Course,10046
The College of Saint Elizabeth,,,11963
The University of Louisiana Monroe,,Registered Course,10047
The University of Louisiana Monroe,,,11964
Touro College,E1D61CE7-085B-E911-8106-000C29A8E632,Behavior Analysis,8275
Touro College,E1D61CE7-085B-E911-8106-000C29A8E632,Psychology,8651
Touro College,E1D61CE7-085B-E911-8106-000C29A8E632,Registered Course,10048
Touro University California,CB506019-095B-E911-8106-000C29A8E632,Special Education,8430
Touro University California,CB506019-095B-E911-8106-000C29A8E632,Education,8646
Touro University California,CB506019-095B-E911-8106-000C29A8E632,Registered Course,10049
Towson University,,Registered Course,10050
Towson University,,,11965
Trinity Christian College,EBBEF54E-895B-E911-8106-000C29A8E632,Special Education,8332
Trinity Christian College,EBBEF54E-895B-E911-8106-000C29A8E632,Registered Course,10051
Troy University,3DAAEF10-8A5B-E911-8106-000C29A8E632,Psychology,8542
Troy University,3DAAEF10-8A5B-E911-8106-000C29A8E632,Registered Course,10052
Universidad AutÃ³noma de Chile,56C4ADF5-8A5B-E911-8106-000C29A8E632,Social Sciences,9005
Universidad Autónoma de Chile,56C4ADF5-8A5B-E911-8106-000C29A8E632,Social Sciences,8905
Universidad Autónoma de Chile,56C4ADF5-8A5B-E911-8106-000C29A8E632,Registered Course,10053
Universidad Compultense De Madrid,7A79D63D-8B5B-E911-8106-000C29A8E632,Facultad de Educacion - Abascool,8310
Universidad Compultense De Madrid,7A79D63D-8B5B-E911-8106-000C29A8E632,Registered Course,10054
Universidad del Istmo de Guatemala,A9FF3A63-8B5B-E911-8106-000C29A8E632,Education,8454
Universidad del Istmo de Guatemala,A9FF3A63-8B5B-E911-8106-000C29A8E632,Registered Course,10055
Universidad Iberoamericana,21B8E3EC-8B5B-E911-8106-000C29A8E632,Education,8229
Universidad Iberoamericana,21B8E3EC-8B5B-E911-8106-000C29A8E632,Registered Course,10056
Universidade de São Paulo,B613E85F-6200-E411-BEB5-00505683000D,Registered Course,10057
Universidade de São Paulo,B613E85F-6200-E411-BEB5-00505683000D,Behavior Analysis,11209
Universidade de SÃ£o Paulo,B613E85F-6200-E411-BEB5-00505683000D,Behavior Analysis,9008
Universidade Estadual de Londrina,500E2E22-8C5B-E911-8106-000C29A8E632,Department of General Psychology and Behavior Analysis,8526
Universidade Estadual de Londrina,500E2E22-8C5B-E911-8106-000C29A8E632,Registered Course,10058
Universidade Estadual de Londrina,500E2E22-8C5B-E911-8106-000C29A8E632,Behavior Analysis,11507
Universidade Federal do Pará,,Registered Course,10059
Universidade Federal do Pará,,,11966
University of Alaska Anchorage,E70337A3-8C5B-E911-8106-000C29A8E632,Psychology,8481
University of Alaska Anchorage,E70337A3-8C5B-E911-8106-000C29A8E632,Registered Course,10061
University of Arizona,3A28208C-D72A-E911-8106-000C29A8E632,Curriculum and Instruction,8637
University of Arizona,3A28208C-D72A-E911-8106-000C29A8E632,Disability and Psychoeducational Studies,8643
University of Arizona,3A28208C-D72A-E911-8106-000C29A8E632,Registered Course,10062
University of Arizona,3A28208C-D72A-E911-8106-000C29A8E632,Special Education,11707
University of Arkansas,11595CC4-8C5B-E911-8106-000C29A8E632,Special Education,8290
University of Arkansas,11595CC4-8C5B-E911-8106-000C29A8E632,Registered Course,10063
University of Auckland,CE13E85F-6200-E411-BEB5-00505683000D,Education,8633
University of Auckland,CE13E85F-6200-E411-BEB5-00505683000D,Psychology,8549
University of Auckland,CE13E85F-6200-E411-BEB5-00505683000D,Registered Course,10064
University of British Columbia,4C2F0D18-A766-E911-8106-000C29A8E632,Education,8227
University of British Columbia,4C2F0D18-A766-E911-8106-000C29A8E632,Registered Course,10065
University of California Los Angeles,,Registered Course,10066
University of California Los Angeles,,,11968
University of California Riverside,BD07D170-8E5B-E911-8106-000C29A8E632,Graduate School of Education,8448
University of California Riverside,BD07D170-8E5B-E911-8106-000C29A8E632,Registered Course,10067
University of California Santa Barbara,5376E64C-905B-E911-8106-000C29A8E632,UC Santa Barbara Extension,8322
University of California Santa Barbara,5376E64C-905B-E911-8106-000C29A8E632,Education,8653
University of California Santa Barbara,5376E64C-905B-E911-8106-000C29A8E632,Registered Course,10068
University of Central Florida,DD178E87-905B-E911-8106-000C29A8E632,School of Teacher Education,8278
University of Central Florida,DD178E87-905B-E911-8106-000C29A8E632,Registered Course,10069
University of Central Florida,DD178E87-905B-E911-8106-000C29A8E632,,11969
University of Central Missouri,ACA4F57D-0784-E511-A86B-0050569C00A7,Psychology,8413
University of Central Missouri,ACA4F57D-0784-E511-A86B-0050569C00A7,Psychological Science,8260
University of Central Missouri,ACA4F57D-0784-E511-A86B-0050569C00A7,Registered Course,10070
University of Central Oklahoma,0F299124-915B-E911-8106-000C29A8E632,Psychology,8364
